source_id,event_id,source
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-february-2026,EID_0462,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-february-2026,EID_0463,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-flooding-disaster-proclamation-in-february-2026,EID_0464,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-fire-weather-conditions-disaster-proclamation-in-february-2026,EID_0465,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-january-2026,EID_0466,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-january-2026,EID_0467,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-flooding-disaster-proclamation-in-january-2026,EID_0468,Governor
https://gov.texas.gov/news/post/governor-abbott-adds-counties-to-texas-disaster-declaration-for-winter-storm,EID_0469,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-fire-weather-conditions-disaster-proclamation-in-january-2026,EID_0470,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-december-2025,EID_0471,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-december-2025,EID_0472,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-flooding-disaster-proclamation-in-december-2025,EID_0473,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-fire-weather-conditions-disaster-proclamation-in-december-2025,EID_0474,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-november-2025,EID_0475,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-flooding-disaster-proclamation-in-november-2025,EID_0476,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-november-2025,EID_0477,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-fire-weather-conditions-disaster-proclamation-in-november-2025,EID_0478,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-october-2025,EID_0479,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-october-2025,EID_0480,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-flooding-disaster-proclamation-in-october-2025,EID_0481,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-september-2025,EID_0482,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-september-2025,EID_0483,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-flooding-disaster-proclamation-in-september-2025,EID_0484,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-august-2025,EID_0485,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-flooding-disaster-proclamation-in-august-2025,EID_0486,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-flooding-disaster-proclamation-in-july-2025,EID_0004,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-july-2025,EID_0488,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-july-2025,EID_0489,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-june-2025,EID_0490,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-june-2025,EID_0491,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-severe-storm-and-flooding-disaster-proclamation-in-may-2025,EID_0492,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-may-2025,EID_0493,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-severe-storm-and-flooding-disaster-proclamation-in-april-2025,EID_0494,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-april-2025,EID_0495,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-april-2025,EID_0496,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-severe-storm-and-flooding-disaster-declaration-in-march-2025,EID_0497,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-march-2025,EID_0498,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-march-2025,EID_0499,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-wildfire-disaster-proclamation-in-march-2025,EID_0005,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-february-2025,EID_0501,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-february-2025,EID_0502,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-proclamation-in-february-2025,EID_0503,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-january-2025,EID_0002,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-january-2025,EID_0505,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-proclamation-in-january-2025,EID_0506,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-december-2024,EID_0507,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-december-2024,EID_0508,Governor
https://gov.texas.gov/news/post/governor-abbott-further-renews-hurricane-beryl-disaster-proclamation-in-december-2024,EID_0509,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-proclamation-in-december-2024,EID_0510,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-hurricane-beryl-disaster-proclamation-in-december-2024,EID_0511,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-november-2024,EID_0512,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-november-2024-,EID_0513,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-proclamation-in-november-2024,EID_0514,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-hurricane-beryl-disaster-proclamation-in-november-2024,EID_0515,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-october-2024,EID_0516,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-october-2024,EID_0517,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-severe-weather-disaster-proclamation-in-october-2024,EID_0518,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-water-supply-disaster-proclamation-for-webb-county-in-october-2024,EID_0519,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-wildfire-disaster-proclamation-in-october-2024,EID_0520,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-hurricane-beryl-disaster-proclamation-in-october-2024,EID_0521,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-september-2024,EID_0522,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-september-2024,EID_0523,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-severe-weather-disaster-proclamation-in-september-2024,EID_0524,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-august-2024,EID_0525,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-august-2024,EID_0526,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-severe-weather-disaster-proclamation-in-august-2024,EID_0527,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-hurricane-beryl-disaster-proclamation-in-august-2024,EID_0528,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-severe-weather-disaster-proclamation-in-july-2024,EID_0529,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-july-2024,EID_0530,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-july-2024,EID_0531,Governor
https://gov.texas.gov/news/post/acting-governor-dan-patrick-further-amends-hurricane-beryl-disaster-proclamation-in-july-2024,EID_0006,Governor
https://gov.texas.gov/news/post/acting-governor-dan-patrick-amends-hurricane-beryl-disaster-proclamation,EID_0006,Governor
https://gov.texas.gov/news/post/acting-governor-dan-patrick-issues-hurricane-beryl-disaster-proclamation,EID_0534,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-proclamation-in-june-2024,EID_0535,Governor
https://gov.texas.gov/news/post/governor-abbott-further-amends-severe-weather-disaster-proclamation-in-june-2024,EID_0536,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-drought-disaster-proclamation-in-june-2024,EID_0537,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-wildfire-disaster-proclamation-in-june-2024,EID_0538,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-severe-weather-disaster-declaration-for-tropical-storm-alberto,EID_0539,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-june-2024,EID_0540,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-june-2024,EID_0541,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-severe-weather-disaster-declaration-in-june-2024,EID_0542,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-severe-weather-disaster-proclamation-in-june-2024,EID_0543,Governor
https://gov.texas.gov/news/post/governor-abbott-adds-counties-to-severe-weather-disaster-proclamation-in-may-2024,EID_0544,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-renews-wildfire-disaster-proclamation-in-may-2024,EID_0545,Governor
https://gov.texas.gov/news/post/governor-abbott-adds-counties-to-severe-weather-disaster-declaration-in-may-2024,EID_0007,Governor
https://gov.texas.gov/news/post/governor-abbott-further-amends-severe-weather-disaster-declaration-in-may-2024,EID_0007,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-may-2024,EID_0548,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-may-2024,EID_0549,Governor
https://gov.texas.gov/news/post/governor-abbott-further-amends-severe-weather-disaster-proclamation-in-may-2024--,EID_0007,Governor
https://gov.texas.gov/news/post/governor-abbott-further-amends-severe-weather-disaster-proclamation-in-may-2024,EID_0007,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-severe-weather-disaster-proclamation-in-may-2024,EID_0007,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-severe-weather-disaster-declaratation-for-east-texas-in-april-2024,EID_0553,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-proclamation-in-april-2024,EID_0554,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-april-2024,EID_0555,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-april-2024,EID_0556,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-severe-weather-disaster-declaratation-in-april-2024,EID_0557,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-march-2024,EID_0008,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-march-2024,EID_0559,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-march-2024,EID_0560,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-wildfire-disaster-declaration-in-february-2024,EID_0561,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-january-2024,EID_0562,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-january-2024,EID_0563,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-december-2023,EID_0564,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-december-2023,EID_0565,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-declaration-in-december-2023,EID_0566,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-november-2023,EID_0567,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-november-2023,EID_0568,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-declaration-in-october-2023,EID_0569,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-wildfire-disaster-declaration-in-october-2023,EID_0570,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-wildfire-disaster-declaration-in-september-2023,EID_0571,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-declaration-in-september-2023,EID_0572,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-september-2023,EID_0573,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-september-2023,EID_0574,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-august-2023-,EID_0575,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-wildfire-disaster-declaration-in-august-2023-,EID_0576,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-august-2023-,EID_0577,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-wildfire-disaster-declaration-in-august-2023,EID_0578,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-august-2023,EID_0579,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-august-2023,EID_0580,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-adds-counties-to-disaster-proclamation-in-june-2023,EID_0581,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-severe-storms-and-flooding-disaster-proclamation-in-june-2023,EID_0582,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-proclamation-in-june-2023,EID_0583,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-july-2023,EID_0584,Governor
https://gov.texas.gov/news/post/governor-abbott-updates-severe-weather-disaster-declaration-in-june-2024,EID_0585,Governor
https://gov.texas.gov/news/post/governor-abbott-updates-severe-weather-disaster-declaration-in-june-2023,EID_0586,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-severe-weather-disaster-declaration-in-june-2023,EID_0587,Governor
https://gov.texas.gov/news/post/governor-abbott-adds-additional-counties-to-severe-weather-disaster-declaration-in-june-2023,EID_0588,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-june-2023,EID_0589,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-severe-weather-disaster-declaration-in-june-2023,EID_0590,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-proclamation-in-may-2023,EID_0591,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-severe-weather-disaster-declaration-in-may-2023,EID_0592,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-may-2023,EID_0593,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-may-2023,EID_0594,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-severe-disaster-declaration-for-hidalgo-county,EID_0595,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-april-2023,EID_0596,Governor
https://gov.texas.gov/news/post/governor-greg-abbott-renews-border-security-disaster-declaration-in-april-2023,EID_0597,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-april-2023,EID_0598,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-march-2023-,EID_0599,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-march-2023,EID_0600,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-march-2023,EID_0601,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-march-2023,EID_0602,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-february-2023,EID_0603,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-winter-weather-disaster-declaration-in-february-2023,EID_0604,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-february-2023,EID_0605,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-january-2023,EID_0606,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-severe-weather-disaster-declaration-in-january-2023,EID_0607,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-severe-weather-disaster-declaration-in-january-2023,EID_0608,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-declaration-in-january-2023,EID_0609,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-january-2023,EID_0610,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-proclamation-in-january-2023,EID_0611,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-december-2022,EID_0612,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-proclamation-in-december-2022,EID_0613,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-december-2022,EID_0614,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-disaster-declaration-for-uvalde-county-in-december-2022,EID_0615,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-declaration-in-december-2022,EID_0616,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-december-2022,EID_0617,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-november-2022,EID_0618,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-disaster-declaration-for-uvalde-county-in-november-2022,EID_0619,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-november-2022,EID_0620,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-declaration-in-november-2022,EID_0621,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-november-2022,EID_0622,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-october-2022,EID_0623,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-disaster-proclamation-for-uvalde-county-in-october-2022,EID_0624,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-renews-border-security-disaster-declaration-in-october-2022,EID_0625,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-proclamation-in-october-2022,EID_0626,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-proclamation-in-october-2022,EID_0627,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-proclamation-in-september-2022,EID_0628,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-disaster-proclamation-for-uvalde-county-,EID_0629,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-proclamation-in-september-2022,EID_0630,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-september-2022,EID_0631,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-proclamation-in-september-2022,EID_0632,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-august-2022,EID_0633,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-disaster-declaration-for-uvalde-country-in-august-2022,EID_0634,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-flooding-disaster-declaration-in-august-2022,EID_0635,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-declaration-in-august-2022,EID_0636,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-august-2022,EID_0637,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-proclamation-in-august-2022,EID_0638,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration,EID_0639,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-disaster-proclamation-for-uvalde-county,EID_0640,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-disaster-declaration-in-july-2022,EID_0641,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-july-2022,EID_0642,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-july-2022,EID_0643,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-july-2022,EID_0644,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-july-2022,EID_0645,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-drought-disaster-declaration,EID_0646,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-uvalde-disaster-declaration-in-june-2022,EID_0647,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-june-2022,EID_0648,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-june-2022,EID_0649,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-june-2022,EID_0650,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-uvalde-shooting-disaster-proclamation-in-may-2022,EID_0651,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-may-2022,EID_0652,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-may-2022,EID_0653,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-may-2022,EID_0654,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-april-2022,EID_0655,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-april-2022,EID_0656,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-wildfire-disaster-declaration-in-april-2022-2,EID_0657,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-wildfire-disaster-declaration-in-april-2022-1,EID_0658,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-wildfire-disaster-declaration-in-april-2022,EID_0659,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-wildfire-disaster-declaration-in-march-2022-2,EID_0660,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-march-2022,EID_0661,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-march-2022,EID_0662,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-severe-weather-disaster-declaration-in-march-2022,EID_0663,Governor
https://gov.texas.gov/news/post/governor-abbott-amends-wildfire-disaster-declaration-in-march-2022,EID_0664,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-wildfire-disaster-declaration-in-march-2022,EID_0665,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-february-2022,EID_0666,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-february-2022,EID_0667,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-february-2022,EID_0668,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-disaster-declaration-in-17-counties-for-winter-weather-response,EID_0669,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-january-2022,EID_0670,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-january-2022,EID_0671,Governor
https://gov.texas.gov/news/post/governor-abbott-issues-disaster-declaration-in-response-to-drought-in-texas,EID_0672,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-december-2021,EID_0673,Governor
https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-december-2021,EID_0674,Governor
